"RAIND_APG43_15_S22_A2020","193.80"
"RAIND_APG43_15_S02_A2025","193.39"
"RAIND_APG43_15_S25_A2023","192.96"
"RAIND_APG43_15_S22_A2024","192.63"
"RAIND_APG43_15_S26_A2024","192.06"
"CALIS_APG43_15_S21_A2024","192.02"
"MEIND_APG43_15_S36_A2019","191.91"
"CALIS_APG43_15_S39_A2024","191.04"
"CALIS_APG43_15_S15_A2019","190.41"
"MEIND_APG43_15_S15_A2019","190.07"
"MEIND_HLRSTAT_15_S36_A2024","189.98"
"RAIND_APG43_15_S18_A2024","189.64"
"CALIS_APG43_15_S02_A2025","189.64"
"MEIND_APG43_15_S23_A2017","189.55"
"MEIND_APG43_15_S34_A2017","189.48"
"MEIND_HLRSTAT_15_S01_A2025","189.47"
"RAIND_APG43_15_S39_A2024","189.13"
"MEIND_APG43_15_S32_A2017","188.96"
"MEIND_APG43_15_S33_A2017","188.70"
"CALIS_HLRSTAT_15_S02_A2024","188.68"
"CALIS_APG43_15_S01_A2025","188.64"
"RAIND_APG43_15_S15_A2019","188.09"
"CALIS_APG43_15_S47_A2024","188.04"
"RAIND_APG43_15_S25_A2024","187.79"
"CALIS_APG43_15_S18_A2024","187.75"
"RAIND_APG43_15_S23_A2017","187.73"
"RAIND_APG43_15_S32_A2017","187.72"
"CALIS_APG43_15_S34_A2017","187.36"
"RAIND_APG43_15_S34_A2017","187.36"
"RAIND_APG43_15_S33_A2017","187.28"
"RAIND_HLRSTAT_15_S33_A2017","187.23"
"CALIS_APG43_15_S33_A2017","187.13"
"CALIS_APG43_15_S20_A2024","187.08"
"CALIS_APG43_15_S32_A2017","187.07"
"CALIS_APG43_15_S23_A2017","187.07"
"CALIS_APG43_15_S38_A2024","187.03"
"CALIS_APG43_15_S27_A2024","186.67"
"MEIND_HLRSTAT_15_S02_A2024","186.28"
"RAIND_HLRSTAT_15_S34_A2017","186.26"
"RAIND_APG43_15_S48_A2024","186.02"
"CALIS_APG43_15_S03_A2025","185.95"
"RAIND_HLRSTAT_15_S32_A2017","185.75"
"CALIS_APG43_15_S46_A2024","185.49"
"CALIS_APG43_15_S26_A2024","184.83"
